iter	Passed	Remaining
4780	26841	1229
4781	26844	1223
4782	26847	1218
4783	26855	1212
4784	26861	1206
4785	26867	1201
4786	26877	1195
4787	26880	1190
4788	26884	1184
4789	26889	1178
4790	26895	1173
4791	26900	1167
4792	26906	1162
4793	26909	1156
4794	26912	1150
4795	26915	1144
4796	26918	1139
4797	26923	1133
4798	26926	1127
4799	26927	1121
4800	26931	1116
4801	26937	1110
4802	26945	1105
4803	26953	1099
4804	26956	1093
4805	26965	1088
4806	26971	1082
4807	26976	1077
4808	26979	1071
4809	26986	1066
4810	26991	1060
4811	27000	1054
4812	27002	1049
4813	27005	1043
4814	27008	1037
4815	27015	1032
4816	27031	1026
4817	27034	1021
4818	27051	1016
4819	27055	1010
4820	27063	1004
4821	27067	999
4822	27073	993
4823	27079	987
4824	27091	982
4825	27098	977
4826	27102	971
4827	27106	965
4828	27113	960
4829	27119	954
4830	27124	948
4831	27129	943
4832	27132	937
4833	27135	931
4834	27139	926
4835	27142	920
4836	27146	914
4837	27150	909
4838	27153	903
4839	27155	897
4840	27157	891
4841	27158	886
4842	27167	880
4843	27173	875
4844	27173	869
4845	27182	863
4846	27184	858
4847	27187	852
4848	27191	846
4849	27193	841
4850	27202	835
4851	27215	830
4852	27220	824
4853	27230	819
4854	27237	813
4855	27241	807
4856	27244	802
4857	27247	796
4858	27250	790
4859	27252	785
4860	27256	779
4861	27259	773
4862	27269	768
4863	27280	762
4864	27285	757
4865	27291	751
4866	27308	746
4867	27312	740
4868	27316	734
4869	27320	729
4870	27326	723
4871	27329	718
4872	27332	712
4873	27336	706
4874	27340	701
4875	27343	695
4876	27346	689
4877	27351	684
4878	27365	678
4879	27369	673
4880	27372	667
4881	27374	661
4882	27377	655
4883	27380	650
4884	27385	644
4885	27391	639
4886	27395	633
4887	27398	627
4888	27401	622
4889	27406	616
4890	27413	610
4891	27424	605
4892	27429	599
4893	27431	594
4894	27433	588
4895	27435	582
4896	27439	577
4897	27443	571
4898	27452	565
4899	27458	560
4900	27466	554
4901	27469	549
4902	27472	543
4903	27475	537
4904	27479	532
4905	27484	526
4906	27489	521
4907	27493	515
4908	27498	509
4909	27501	504
4910	27504	498
4911	27508	492
4912	27514	487
4913	27516	481
4914	27522	475
4915	27525	470
4916	27527	464
4917	27530	459
4918	27533	453
4919	27536	447
4920	27537	442
4921	27544	436
4922	27548	430
4923	27554	425
4924	27560	419
4925	27564	414
4926	27568	408
4927	27573	402
4928	27576	397
4929	27583	391
4930	27586	386
4931	27590	380
4932	27592	374
4933	27596	369
4934	27602	363
4935	27605	357
4936	27611	352
4937	27614	346
4938	27619	341
4939	27622	335
4940	27626	329
4941	27628	324
4942	27653	318
4943	27665	313
4944	27680	307
4945	27690	302
4946	27696	296
4947	27705	291
4948	27708	285
4949	27711	279
4950	27714	274
4951	27718	268
4952	27719	263
4953	27723	257
4954	27731	251
4955	27741	246
4956	27744	240
4957	27747	235
4958	27751	229
4959	27753	223
4960	27757	218
4961	27763	212
4962	27770	207
4963	27774	201
4964	27778	195
4965	27785	190
4966	27793	184
4967	27799	179
4968	27803	173
4969	27808	167
4970	27812	162
4971	27816	156
4972	27822	151
4973	27834	145
4974	27837	139
4975	27845	134
4976	27854	128
4977	27866	123
4978	27872	117
4979	27875	111
4980	27880	106
4981	27885	100
4982	27893	95
4983	27898	89
4984	27900	83
4985	27903	78
4986	27909	72
4987	27915	67
4988	27919	61
4989	27926	55
4990	27930	50
4991	27933	44
4992	27937	39
4993	27944	33
4994	27949	27
4995	27953	22
4996	27960	16
4997	27963	11
4998	27968	5
4999	27973	0
